block,street_name,lat,lng
657A,PUNGGOL EAST,1.398817,103.92212131891242
825,TAMPINES ST 81,1.3494064,103.93280482293919
610A,TAMPINES NTH DR 1,1.364445,103.935424
109B,BIDADARI PK DR,1.33341445,103.8726816971558
212D,BIDADARI PK DR,1.3424126,103.87324353733857
265A,KIM KEAT AVE,1.332074,103.8599827
356A,UBI RD 3,1.326974,103.899801
201C,WOODLEIGH LINK,1.3399755500000001,103.87223677809547
20B,LOR 3 GEYLANG,1.312085,103.873777
170B,SENGKANG EAST DR,1.38669325,103.90901959010517
635C,TAMPINES NTH DR 2,1.366671,103.94003817208026
212C,BIDADARI PK DR,1.3421468,103.87343200461933
507,JURONG WEST ST 52,1.3489854,103.7184351
323,HOUGANG AVE 5,1.3672336,103.89779053062682
